id|title
2601.15254|Many Experiments, Few Repetitions, Unpaired Data, and Sparse Effects: Is Causal Inference Possible?
2601.15269|Lightweight LLMs for Network Attack Detection in IoT Networks
2601.15482|Martingale Foresight Sampling: A Principled Approach to Inference-Time LLM Decoding
2601.16128|Proximity Operator of the $\ell_1$ over $\ell_2$ Function
2601.16150|Pay (Cross) Attention to the Melody: Curriculum Masking for Single-Encoder Melodic Harmonization
2601.16155|HVD: Human Vision-Driven Video Representation Learning for Text-Video Retrieval
2601.16210|PyraTok: Language-Aligned Pyramidal Tokenizer for Video Understanding and Generation
2601.16219|Domain Specific Specialization in Low-Resource Settings: The Efficacy of Offline Response-Based Knowledge Distillation in Large Language Models
2601.16235|Contrastive Knowledge Distillation for Embedding Refinement in Personalized Speech Enhancement
2601.16547|CORD: Bridging the Audio-Text Reasoning Gap via Weighted On-policy Cross-modal Distillation
2601.16622|E2Former-V2: On-the-Fly Equivariant Attention with Linear Activation Memory
2601.16882|Explaining Group Recommendations via Counterfactuals
2601.17063|FlashMoE: Reducing SSD I/O Bottlenecks via ML-Based Cache Replacement for Mixture-of-Experts Inference on Edge Devices
2601.17085|Recovering Performance in Speech Emotion Recognition from Discrete Tokens via Multi-Layer Fusion and Paralinguistic Feature Integration
2601.17133|Learning to Collaborate: An Orchestrated-Decentralized Framework for Peer-to-Peer LLM Federation
2601.17185|LGDWT-GS: Local and Global Discrete Wavelet-Regularized 3D Gaussian Splatting for Sparse-View Scene Reconstruction
2601.17438|UniGRec: Unified Generative Recommendation with Soft Identifiers for End-to-End Optimization
2601.17602|Understanding Transformer Encoder-Decoder Representations through Bernoulli Dropout
2601.17612|A Regularised Latent-Class Item Response Model for Detecting Measurement Non-Invariance in Ordinal Response Scales
2601.17616|Split-on-Share: Mixture of Sparse Experts for Task-Agnostic Continual Learning
2601.17743|Video Compression with Hierarchical Temporal Neural Representation
2601.17864|Generation of gravitating solutions with Baryonic charge from Einstein-Scalar-Maxwell seeds
2601.17921|ShapLoRA: Allocation of Low-rank Adaption on Large Language Models via Shapley Value Inspired Importance Estimation
2601.18267|Orchestrating Specialized Agents for Trustworthy Enterprise RAG
2601.18570|Feature-Indexed Federated Recommendation with Residual-Quantized Codebooks
2601.18765|Goal-oriented Communication for Fast and Robust Robotic Fault Detection and Recovery
2601.18823|VAE with Hyperspherical Coordinates: Improving Anomaly Detection from Hypervolume-Compressed Latent Space
2601.18999|Randomization Boosts KV Caching, Learning Balances Query Load: A Joint Perspective
2601.19087|Passive Beam Shaping via Binary-Coded Apertures
2601.19090|Privacy-Preserving Model Transcription with Differentially Private Synthetic Distillation
2601.19158|Accelerating Generative Recommendation via Simple Categorical User Sequence Compression
2601.19822|A Latent Space Framework for Modeling Transient Engine Emissions Using Joint Embedding Predictive Architectures
2601.19929|Stingy Context: 18:1 Hierarchical Code Compression for LLM Auto-Coding
2601.19951|Pianoroll-Event: A Novel Score Representation for Symbolic Music
2601.20094|T-Mimi: A Transformer-based Mimi Decoder for Real-Time On-Phone TTS
2601.20170|Local Duality for Sparse Support Vector Machines
2601.20174|NeuraLSP: A Neural Spectral Preconditioner for Accelerating PDE Solvers
2601.20218|DenseGRPO: From Sparse to Dense Reward for Flow Matching Model Alignment
2601.20286|Quantum Cosmology as a Hydrogen atom: Discrete $Λ$ and cyclic Universes from Wheeler-DeWitt quantization
2601.20496|Leveraging Differentiable PDE Solvers for Semi-Neural Spatial Reconstruction From Sparse Measurements
2601.20499|Efficient Autoregressive Video Diffusion with Dummy Head
2601.20689|Decoupling Perception and Calibration: Label-Efficient Image Quality Assessment Framework
2601.20738|SA-PEF: Step-Ahead Partial Error Feedback for Efficient Federated Learning
2601.20831|MemCtrl: Using MLLMs as Active Memory Controllers on Embodied Agents
2601.20901|Towards Sensitivity-Aware Language Models
2601.21198|ZipMoE: Efficient On-Device MoE Serving via Lossless Compression and Cache-Affinity Scheduling
2601.21351|Analytical Provisioning for Attention-FFN Disaggregated LLM Serving under Stochastic Workloads
2601.21365|Small models, big threats: Characterizing safety challenges from low-compute AI models
2601.21369|Rethinking Federated Graph Foundation Models: A Graph-Language Alignment-based Approach
2601.21571|Shaping capabilities with token-level data filtering
2601.21623|LAMP: Look-Ahead Mixed-Precision Inference of Large Language Models
2601.21684|Do Not Waste Your Rollouts: Recycling Search Experience for Efficient Test-Time Scaling
2601.21719|LoRA and Privacy: When Random Projections Help (and When They Don't)
2601.21726|DropoutTS: Sample-Adaptive Dropout for Robust Time Series Forecasting
2601.21733|CE-GOCD: Central Entity-Guided Graph Optimization for Community Detection to Augment LLM Scientific Question Answering
2601.21919|Self-Compression of Chain-of-Thought via Multi-Agent Reinforcement Learning
2601.21929|LoRIF: Low-Rank Influence Functions for Scalable Training Data Attribution
2601.22001|Heterogeneous Computing: The Key to Powering the Future of AI Agent Inference
2601.22054|MetricAnything: Scaling Metric Depth Pretraining with Noisy Heterogeneous Sources
2601.22178|Discovering High-utility Sequential Rules with Increasing Utility Ratio
2601.22182|ShellForge: Adversarial Co-Evolution of Webshell Generation and Multi-View Detection for Robust Webshell Defense
2601.22202|A Survey on Semantic Communication for Vision: Categories, Frameworks, Enabling Techniques, and Applications
2601.22362|Understanding Efficiency: Quantization, Batching, and Serving Strategies in LLM Energy Use
2601.22447|Beyond Activation Patterns: A Weight-Based Out-of-Context Explanation of Sparse Autoencoder Features
2601.22531|Learn from A Rationalist: Distilling Intermediate Interpretable Rationales
2601.22631|PEFT-MuTS: A Multivariate Parameter-Efficient Fine-Tuning Framework for Remaining Useful Life Prediction based on Cross-domain Time Series Representation Model
2601.22660|Layerwise Progressive Freezing Enables STE-Free Training of Deep Binary Neural Networks
2601.22679|Stabilizing Consistency Training: A Flow Map Analysis and Self-Distillation
2601.22708|A Unified Study of LoRA Variants: Taxonomy, Review, Codebase, and Empirical Evaluation
2601.22730|ImgCoT: Compressing Long Chain of Thought into Compact Visual Tokens for Efficient Reasoning of Large Language Model
2601.22841|How Much of a Model Do We Need? Redundancy and Slimmability in Remote Sensing Foundation Models
2601.22876|Matterhorn: Efficient Analog Sparse Spiking Transformer Architecture with Masked Time-To-First-Spike Encoding
2601.22922|Open strings on knot complements
2601.22925|BEAR: Towards Beam-Search-Aware Optimization for Recommendation with Large Language Models
2601.22966|A Unified View of Attention and Residual Sinks: Outlier-Driven Rescaling is Essential for Transformer Training
2601.23011|Leveraging Convolutional Sparse Autoencoders for Robust Movement Classification from Low-Density sEMG
2601.23058|From Absolute to Relative: Rethinking Reward Shaping in Group-Based Reinforcement Learning
2601.23257|From Historical Patches to Repair Plans: Outcome-Conditioned Reasoning for Repository-Level Program Repair
2602.00218|GRIP2: A Robust and Powerful Deep Knockoff Method for Feature Selection
2602.00328|Harvest: Opportunistic Peer-to-Peer GPU Caching for LLM Inference
2602.00367|Path integrals and deformation quantization:the fermionic case
2602.00488|OD-DEAL: Dynamic Expert-Guided Adversarial Learning with Online Decomposition for Scalable Capacitated Vehicle Routing
2602.00509|PROBE: Co-Balancing Computation and Communication in MoE Inference via Real-Time Predictive Prefetching
2602.00513|Minerva: Reinforcement Learning with Verifiable Rewards for Cyber Threat Intelligence LLMs
2602.00516|SPARK: Stochastic Propagation via Affinity-guided Random walK for training-free unsupervised segmentation
2602.00740|ExperienceWeaver: Optimizing Small-sample Experience Learning for LLM-based Clinical Text Improvement
2602.00838|Exploration of Unary Arithmetic-Based Matrix Multiply Units for Low Precision DL Accelerators
2602.00874|Sublinear Time Quantum Algorithm for Attention Approximation
2602.00885|Reliability-Aware Determinantal Point Processes for Robust Informative Data Selection in Large Language Models
2602.06057|QEIL v2: Heterogeneous Computing for Edge Intelligence via Roofline-Derived Pareto-Optimal Energy Modeling and Multi-Objective Orchestration
2602.11164|Automated Optimization Modeling via a Localizable Error-Driven Perspective
2602.13229|Pocket RAG: On-Device RAG for First Aid Guidance in Offline Mobile Environment
2604.09551|SemaCDR: LLM-Powered Transferable Semantics for Cross-Domain Sequential Recommendation
